trial,t,x,y
15,0.5948731650023547,-169,-165
15,0.6018513230010285,-175,-171
15,0.6087345359992469,-180,-175
15,0.6159676989991567,-184,-179
15,0.6228508550011611,-187,-181
15,0.6298764019993541,-189,-183
15,0.6368653499994252,-191,-184
15,0.6437807459988107,-192,-184
15,0.6508065830021224,-194,-185
15,0.6582023869996192,-194,-185
15,0.6649302480000188,-195,-185
15,0.6858706749990233,-195,-185
15,0.6928647860004276,-195,-185
15,0.6999366240015661,-196,-185
15,0.706867704000615,-196,-185
15,0.7139139729988528,-196,-185
15,0.7209689510018507,-197,-185
15,0.7279406960005872,-197,-185
15,0.7349633900012122,-197,-185
15,0.7419386820001819,-197,-185
15,0.7490846530017734,-198,-185
15,0.7561974099990039,-198,-185
15,0.7625378580014512,-198,-185
15,0.7699441280019528,-199,-185
15,0.776988228000846,-199,-185
15,0.7840918399997463,-199,-185
15,0.7911940769990906,-199,-185
15,0.7982662260001234,-200,-185
15,0.8052175110024109,-200,-185
15,0.8122439860017039,-201,-186
15,0.8196159120016091,-202,-186
15,0.8263839110004483,-203,-187
15,0.8332791150023695,-204,-187
15,0.8404094319994329,-205,-188
15,0.8471694360014226,-206,-189
15,0.8650338639999973,-208,-191
15,0.8683445370006666,-209,-191
15,0.8755351020008675,-209,-191
15,0.8823663789989951,-210,-192
15,0.8894312529992021,-210,-192
15,0.8965333129999635,-211,-192
15,0.9037043060016003,-211,-193
15,0.945595207002043,-211,-193
15,0.9601015449989063,-211,-193
15,1.6405754100014747,-211,-193
15,1.6474389950017212,-211,-193
15,1.6545290460016986,-210,-193
15,1.661885395002173,-210,-193
15,1.668718340999476,-210,-193
15,1.6759020649988088,-209,-193
15,1.6824321509993752,-209,-193
15,1.689726057000371,-209,-193
15,1.69669907700154,-208,-193
15,1.7037152010016143,-208,-194
15,1.7109279360010987,-208,-194
15,1.717685375999281,-207,-194
15,1.7246795870014466,-207,-195
15,1.7317515200011258,-207,-195
15,1.7388352689995372,-206,-195
15,1.7528603239989025,-206,-195
15,1.8229839140003605,-206,-195
15,1.8299675790003676,-206,-195
15,1.8369943750003586,-205,-195
15,2.0194545250014926,-205,-195
16,0.0,3,0
16,0.4997833370034641,5,7
16,0.5067459650017554,11,13
16,0.5146499820002646,18,21
16,0.5217637420028041,27,29
16,0.5287264820035489,36,37
16,0.5357346100026916,44,44
16,0.5428189590020338,51,51
16,0.5497943180016591,58,57
16,0.5563502050026727,63,62
16,0.5633304500006489,67,65
16,0.5703438960008498,72,69
16,0.5773995030031074,75,71
16,0.5844314580026548,78,74
16,0.5912658170018403,81,75
16,0.5985208170022815,82,77
16,0.6052412320022995,84,78
16,0.6122243470017565,85,79
16,0.6193473260027531,86,80
16,0.6263812760007568,86,80
16,0.6334664180030813,87,81
16,0.6404561100025603,87,81
16,0.6474626320014067,87,81
16,0.6545618480013218,88,82
16,0.6614991900023597,88,82
16,0.668258424000669,88,82
16,0.6825363840034697,89,82
16,0.8581584970015683,89,83
16,0.8648712850008451,89,83
16,0.8718587450021005,89,84
16,0.8787905150020379,89,84
16,0.8859423840003728,90,84
16,0.8933128290009336,90,85
16,0.9003594240020902,90,85
16,0.9072566100003314,91,85
16,0.9142750820028596,91,86
16,0.9210825070003921,91,86
16,0.9280228280003939,92,86
16,0.93507330400098,92,87
16,0.9493393900011142,92,87
16,0.9633692250026797,93,88
16,0.9986039150026045,93,89
16,1.0053573110017169,93,89
16,1.012484860002587,94,89
16,1.0195008420014346,94,90
16,1.0335709570026665,94,90
16,1.0476731690032466,95,91
16,1.061842188002629,95,91
16,1.1246619490011653,95,91
16,1.2302686060029373,95,92
16,1.237169278003421,96,92
16,1.4266343680028513,96,92
17,0.0,5,-3
17,0.47415670299960766,8,-2
17,0.4812489230025676,16,-2
17,0.4879080820028321,25,-2
17,0.4954214259996661,36,-2
17,0.5024005039995245,48,-1
17,0.5094087940015015,60,0
17,0.5164312859997153,74,1
17,0.5230676520004636,86,2
17,0.5302574550005374,95,3
17,0.5370218780008145,103,3
17,0.5445286499998474,109,4
17,0.5514465859996562,114,4
17,0.5584293210013129,118,4
17,0.5654173479997553,121,4
17,0.5722147170017706,123,4
17,0.5793422230017313,124,4
17,0.5863376320012321,125,4
17,0.5933527300003334,126,4
17,0.6003740850028407,126,4
17,0.6074214630025381,127,4
17,0.6142208680030308,127,4
17,0.6212872989999596,128,4
17,0.6284261159999005,128,4
17,0.6352808600022399,129,4
17,0.6424762750029913,130,4
17,0.6493976830024621,130,4
17,0.6565282219999062,131,4
17,0.663454958001239,132,4
17,0.6705267540019122,132,4
17,0.6777092090014776,133,4
17,0.6846344950026833,134,3
17,0.6914421330002369,134,3
17,0.6984178599996085,134,3
17,0.7056936270018923,135,3
17,0.7126890750005259,135,3
17,0.7196689049997076,135,3
17,0.7267624430023716,136,3
17,0.7336825109996425,136,3
17,0.7406354030026705,136,3
17,0.7476946380011213,136,3
17,0.7547181560003082,137,3
17,0.7617220749998523,137,3
17,0.7688616660016123,137,3
17,0.7761630060012976,138,3
17,0.7828194790017733,138,3
17,0.7897491389994684,138,3
17,0.7969043200027954,139,3
17,0.8038830479999888,140,3
17,0.8109957460001169,141,3
17,0.818246998001996,142,3
17,0.8247571909996623,144,3
17,0.8320014860000811,146,3
17,0.8388588380003057,147,3
17,0.8462167040015629,148,3
17,0.8588220439996803,149,3
17,0.8600831410003593,150,3
17,0.8671544200005883,151,3
17,0.8744496350009285,151,3
17,0.8814569260030112,152,3
17,0.8882057299997541,153,3
17,0.8955096390018298,153,3
17,0.9024003580016142,153,3
17,0.9090616460016463,154,3
17,0.9160537500029022,154,3
17,0.9234837500007416,155,3
17,0.9301329250010895,155,3
17,0.9373151130021142,156,3
17,0.9445081930025481,157,3
17,0.9585482610018516,157,3
17,0.9655208399999538,157,3
17,0.9724981290019059,158,3
17,0.9864610380027443,158,2
17,0.9935200170002645,159,2
17,1.0145922930023517,159,2
17,1.0215759590028028,159,2
17,1.0285291680011142,159,2
17,1.0355693310011702,159,1
17,1.218162053002743,159,1
18,0.0,3,-1
18,0.5060494419994939,10,10
18,0.5127819569970598,20,20
18,0.519529725999746,33,32
18,0.5265110699983779,45,41
18,0.5338341339993349,53,49
18,0.5405804269976215,60,55
18,0.5478383819972805,66,59
18,0.5547808749979595,71,63
18,0.5616896689971327,75,66
18,0.568629287998192,78,68
18,0.5755976499967801,81,71
18,0.5827781559964933,82,72
18,0.589821003999532,83,73
18,0.5967488779970154,84,74
18,0.6037621629984642,84,74
18,0.6108088609980769,85,74
18,0.6177280960000644,85,75
18,0.6246905809966847,85,75
18,0.6598321839992423,85,75
18,0.6668291519999912,85,75
18,0.6738386919969344,85,76
18,0.6808067099991604,85,76
18,0.6879352069991,85,76
18,0.6950053469990962,85,77
18,0.7020403249989613,85,77
18,0.7088937679982337,85,77
18,0.7159245469993039,86,78
18,0.7721855039999355,87,79
18,0.7862998029995651,87,80
18,0.7935428219971072,87,81
18,0.8002654059964698,87,81
18,0.8077153749982244,87,82
18,0.8147290599990811,89,83
18,0.8216883689965471,91,86
18,0.8286213789979229,93,89
18,0.8355100379994838,95,93
18,0.8426736379988142,99,97
18,0.8497716509991733,102,102
18,0.8563176489988109,105,105
18,0.8627001559980272,108,108
18,0.8700824289990123,109,110
18,0.8777283509989502,111,112
18,0.8847970499991789,112,113
18,0.8914093139974284,113,114
18,0.8985186329991848,114,115
18,0.9055911959985679,114,115
18,0.9126245799998287,115,116
18,0.9196112749996246,115,116
18,0.926676597999176,115,116
18,0.9338321639988862,116,117
18,0.9407230729993898,116,117
18,0.9477347339998232,116,118
18,0.9547157999986666,117,118
18,0.9821384189999662,117,118
18,1.1731324539978232,117,118
19,0.0,6,2
19,0.4166380429996934,2,2
19,0.42344892999972217,0,-1
19,0.43002245599927846,-3,-5
19,0.4374390150005638,-6,-8
19,0.4443179500012775,-9,-12
19,0.4513897739998356,-12,-16
19,0.4585129680017417,-16,-20
19,0.4655525429989211,-20,-24
19,0.47221810500195716,-24,-28
19,0.47925033299907227,-28,-32
19,0.48640741300187074,-33,-36
19,0.4934721880017605,-37,-40
19,0.4998430189989449,-40,-43
19,0.5065504039994266,-44,-45
19,0.5141999430015858,-47,-47
19,0.5214563469999121,-50,-48
19,0.5284217890002765,-53,-49
19,0.5354648210013693,-56,-51
19,0.542458653999347,-59,-51
19,0.5494658230018103,-63,-52
19,0.5564379099996586,-66,-52
19,0.5634665550023783,-70,-52
19,0.5707878620014526,-74,-52
19,0.5774993410013849,-78,-52
19,0.5848181530018337,-82,-51
19,0.5915885040012654,-86,-50
19,0.5985898580001958,-90,-48
19,0.6056162360000599,-93,-46
19,0.6126346130004094,-97,-44
19,0.6193370319997484,-100,-41
19,0.6258590659999754,-104,-37
19,0.6337689840001985,-107,-33
19,0.6510112569994817,-114,-23
19,0.6546874910018232,-116,-17
19,0.6617737349988602,-119,-11
19,0.6690515289992618,-121,-5
19,0.6756492339991382,-123,3
19,0.6828503069991712,-123,11
19,0.6898750940017635,-122,20
19,0.6968467690021498,-121,27
19,0.7039307980012381,-120,33
19,0.711215645998891,-117,39
19,0.7178782930022862,-115,44
19,0.7252612410011352,-112,49
19,0.7323384150004131,-108,54
19,0.7389458059988101,-103,59
19,0.7459299809997901,-98,63
19,0.7533455550001236,-93,67
19,0.7600655850001203,-87,70
19,0.7673697840000386,-81,74
19,0.7742308390006656,-73,76
19,0.7810780799991335,-65,78
19,0.7880387280019931,-57,79
19,0.7951823620023788,-51,80
19,0.8022884150013851,-44,80
19,0.809030348998931,-38,80
19,0.8164872130000731,-33,80
19,0.8233697440009564,-27,80
19,0.8301500320012565,-22,80
19,0.8372375139988435,-17,79
19,0.8442398180013697,-11,78
19,0.851038172000699,-6,77
19,0.85815773899958,0,74
19,0.8655119030008791,6,72
19,0.8722485010002856,12,68
19,0.8793594810013019,19,64
19,0.8864195210007892,25,59
19,0.8934600169995974,30,55
19,0.9004431230023329,34,50
19,0.9074274510021496,37,47
19,0.9143736580008408,41,44
19,0.9214098990014463,43,40
19,0.9284248629992362,46,37
19,0.9354669140011538,49,32
19,0.9424389750020055,51,28
19,0.9495012129991665,54,23
19,0.9564939270021569,57,17
19,0.9635191010020208,59,11
19,0.9706777819992567,61,5
19,0.9775865320007142,63,-2
19,0.9845742799989239,64,-9
19,0.9916150360004394,66,-16
19,0.9986034590001509,66,-23
19,1.0056455599988112,65,-30
19,1.0127675510011613,64,-37
19,1.0196999290019448,62,-45
19,1.0265789379991475,60,-52
19,1.0337635989999399,57,-59
19,1.0408449790011218,54,-64
19,1.0477210610006296,51,-69
19,1.0547854610013019,48,-73
19,1.0618270900013158,44,-77
19,1.069019139999,40,-81
19,1.0757773330005875,35,-85
19,1.0827571289992193,29,-89
19,1.0901298839999072,20,-94
19,1.0969146259994886,8,-99
19,1.1039135190003435,-11,-106
19,1.1113098220012034,-33,-112
19,1.1183484560024226,-54,-115
19,1.1249237199990603,-71,-117
19,1.1319785779996892,-86,-117
19,1.1393506029999116,-98,-116
19,1.14635610500045,-109,-114
19,1.153552738000144,-118,-111
19,1.1604671770001005,-128,-106
19,1.1674082940007793,-137,-101
19,1.1744533150013012,-146,-94
19,1.1811795370012987,-156,-85
19,1.1883663180014992,-165,-71
19,1.1951457120012492,-174,-57
19,1.202132728001743,-180,-41
19,1.209696439000254,-185,-25
19,1.216446544000064,-187,-10
19,1.2232307209997089,-188,4
19,1.2301750970000285,-187,19
19,1.2374413879988424,-185,34
19,1.24446429100135,-181,45
19,1.2514403179993678,-175,56
19,1.258458955999231,-168,67
19,1.2654002500021306,-159,78
19,1.2726610739991884,-149,88
19,1.2795353430010437,-139,96
19,1.286568958999851,-126,105
19,1.2934267970013025,-111,114
19,1.3004171089996817,-97,123
19,1.3074636830024247,-81,132
19,1.314496617000259,-64,141
19,1.3214960170007544,-49,147
19,1.328602839999803,-34,152
19,1.335471578000579,-18,157
19,1.3429338650021236,-3,160
19,1.349546523000754,11,162
19,1.3566967629994906,24,164
19,1.3635683270003938,38,164
19,1.3713757090008585,51,164
19,1.3778783730012947,63,162
19,1.3846965299999283,76,159
19,1.3918201430024055,88,155
19,1.3987430050001421,96,151
19,1.405801552999037,104,145
19,1.412788282999827,110,139
19,1.4198504570013029,116,132
19,1.4267893079995702,122,125
19,1.4338615670021682,127,115
19,1.440890018002392,133,103
19,1.4480565119993116,139,89
19,1.45498058800149,144,71
19,1.4620026459997462,149,49
19,1.4690837460002513,151,31
19,1.475888125001802,151,15
19,1.4829069639999943,151,-1
19,1.4903050089997123,149,-15
19,1.496981925,145,-27
19,1.5035710310003196,141,-39
19,1.5172580229991581,132,-56
19,1.517646660002356,121,-73
19,1.525347378999868,109,-88
19,1.532089291002194,94,-104
19,1.5389556990012352,78,-120
19,1.546112138999888,62,-134
19,1.5533835310016002,46,-145
19,1.5604022430015903,31,-155
19,1.5674862870000652,16,-165
19,1.5744856919991435,-3,-177
19,1.5812591220019385,-23,-188
19,1.5884891630012135,-41,-199
19,1.5955435790019692,-60,-208
19,1.602517503000854,-78,-216
19,1.6093927950023499,-94,-223
19,1.6163688130000082,-111,-229
19,1.6234897260001162,-126,-233
19,1.6304781399994681,-138,-235
19,1.6375312410018523,-148,-235
19,1.6444209260007483,-158,-235
19,1.6515021090017399,-168,-233
19,1.6584953780002252,-178,-230
19,1.6654446280008415,-188,-227
19,1.6728551300002437,-197,-223
19,1.679696465998859,-207,-218
19,1.6866612140001962,-219,-211
19,1.6934801819988934,-231,-202
19,1.7006380960010574,-243,-193
19,1.707675436999125,-254,-183
19,1.714785797001241,-264,-175
19,1.7216570950004098,-272,-167
19,1.7286917730016285,-277,-160
19,1.7356907809989934,-282,-153
19,1.7425637660016946,-287,-146
19,1.7496537949991762,-290,-140
19,1.756653937001829,-292,-133
19,1.7637859810020018,-293,-125
19,1.7712288170005195,-294,-115
19,1.778374031000567,-294,-105
19,1.7848398050009564,-293,-94
19,1.791895441001543,-291,-82
19,1.7985403029997542,-288,-69
19,1.8058993500017095,-284,-58
19,1.81257054100206,-280,-50
19,1.8194838390008954,-276,-43
19,1.8265140610019444,-271,-37
19,1.833862859999499,-265,-31
19,1.8410139389998221,-258,-25
19,1.8480441850006173,-250,-19
19,1.8547658400020737,-241,-12
19,1.8620277990012255,-231,-6
19,1.8694925390009303,-219,3
19,1.876424729001883,-203,13
19,1.8828794100008963,-187,24
19,1.8904250420018798,-173,34
19,1.8972189400010393,-161,41
19,1.9040635029996338,-150,46
19,1.91119801899913,-141,49
19,1.918370079001761,-134,51
19,1.9253763480010093,-127,52
19,1.9322307050024392,-120,53
19,1.9392837710001913,-112,53
19,1.9464279740022903,-104,52
19,1.9535115680009767,-94,50
19,1.960511242999928,-81,47
19,1.967510102000233,-66,40
19,1.9746644469996681,-49,30
19,1.9814752439997392,-33,18
19,1.9884930690022884,-18,2
19,1.9954529630012985,-6,-12
19,2.0027110379996884,3,-26
19,2.01743084500049,13,-49
19,2.023684621999564,16,-64
19,2.0305998180010647,18,-76
19,2.0376121629997215,18,-91
19,2.044675887002086,18,-108
19,2.0515973690016835,17,-122
19,2.0586585650016787,14,-133
19,2.0656599489993823,10,-145
19,2.0730016130000877,3,-157
19,2.079680835002364,-6,-168
19,2.086689962001401,-18,-179
19,2.0937346140017326,-31,-187
19,2.100199402000726,-45,-194
19,2.1073462390013447,-63,-200
19,2.1141498220022186,-82,-205
19,2.121338386001298,-103,-207
19,2.128505386001052,-125,-206
19,2.1354271860000154,-148,-203
19,2.1428218969995214,-172,-198
19,2.149666181001521,-196,-190
19,2.1568818480009213,-219,-181
19,2.163879423002072,-241,-169
19,2.1711905619995377,-263,-155
19,2.1779911250014266,-283,-140
19,2.1849620409993804,-301,-122
19,2.191974363002373,-315,-103
19,2.198924326999986,-327,-85
19,2.206090038002003,-335,-68
19,2.213049748999765,-340,-51
19,2.220026199000131,-343,-36
19,2.2274404509989836,-343,-26
19,2.2344297260024177,-342,-16
19,2.241545799999585,-339,-9
19,2.2484129350013973,-336,-4
19,2.2554570780012,-332,2
19,2.2623072900023544,-327,6
19,2.2697177400004875,-321,10
19,2.2766193749994272,-315,13
19,2.283454301999882,-308,16
19,2.290517515000829,-303,18
19,2.297491306999291,-298,19
19,2.304527969001356,-294,21
19,2.3114897390005353,-290,21
19,2.318529414002114,-287,21
19,2.3255347220001568,-283,21
19,2.3324274030019296,-278,21
19,2.339544214999478,-272,21
19,2.3464411160020973,-265,20
19,2.3535470610004268,-259,18
19,2.3605558929994004,-253,16
19,2.3673236960021313,-248,14
19,2.3748621660015488,-245,12
19,2.3816789880002034,-243,11
19,2.3888538950013753,-242,9
19,2.3957115880002675,-241,8
19,2.4027214550005738,-240,7
19,2.409719960000075,-240,7
19,2.4167639890001738,-240,6
19,2.423753545001091,-240,5
19,2.4307940780017816,-240,4
19,2.4377002450019063,-240,4
19,2.4448129199990944,-240,3
19,2.4519220610018237,-240,3
19,2.458937979001348,-241,2
19,2.4660438329992758,-241,2
19,2.473526182999194,-241,2
19,2.4800925019990245,-242,1
19,2.487092653002037,-242,1
19,2.4942725420005445,-242,1
19,2.5014805640021223,-243,0
19,2.5076035910024075,-243,0
19,2.514254698999139,-243,0
19,2.522363504001987,-243,-1
19,2.5290610490010295,-243,-1
19,2.5784389059990644,-243,-1
19,2.5854987679995247,-242,-1
19,2.5921187740023015,-242,-1
19,2.5997707249989617,-241,-1
19,2.606518706001225,-240,-1
19,2.613230453000142,-240,-1
19,2.6204131380000035,-240,-1
19,2.627602749002108,-240,-1
19,2.634524766999675,-239,-1
19,2.6415322800021386,-239,-1
19,2.648468049999792,-239,-1
19,2.655543630000466,-238,-1
19,2.662432302000525,-238,-1
19,2.6703925850015366,-238,-1
19,2.6768271120017744,-237,-1
19,2.6904607910000777,-237,-1
19,2.6975282589992275,-237,-1
19,2.704572940001526,-236,-1
19,2.7115791630021704,-236,-1
19,2.718625597000937,-236,-1
19,2.7258180110002286,-235,-1
19,2.732673024001997,-235,-1
19,2.7400023430018337,-234,-1
19,2.7467452330020024,-233,-1
19,2.753631496001617,-233,0
19,2.7606002610009455,-232,0
19,2.767711521999445,-231,0
19,2.775123085000814,-231,1
19,2.7818448760008323,-230,1
19,2.78876431900062,-229,1
19,2.795962619002239,-229,2
19,2.802842622000753,-228,2
19,2.8097452069996507,-227,2
19,2.8170197950021247,-227,3
19,2.824037752001459,-226,3
19,2.8310622099998,-225,4
19,2.838259429001482,-225,4
19,2.844962431001477,-224,5
19,2.85180657300225,-223,6
19,2.8586714640005084,-223,6
19,2.866125838001608,-222,7
19,2.8733679079996364,-221,7
19,2.879687124001066,-221,7
19,2.8874737830010417,-220,8
19,2.8942489469991415,-220,8
19,2.9013897420009016,-220,8
19,2.9084446630004095,-219,9
19,2.9151790460018674,-219,9
19,2.922338242002297,-219,9
19,2.9291596290022426,-218,10
19,3.182002374000149,-218,10
